UF;MUNICIPIO;NUMERO_REGISTRO_ESTABELECIMENTO;STATUS_REGISTRO;CPF_CNPJ;RAZAO_SOCIAL;AREA_ATUACAO;ATIVIDADE;CLASSIFICACAO;CARACTERISTICA_ADICIONAL
MG;Santa Luzia;MG0029904;Ativo;**.***.515/***-**;CAFE TRES CORACOES S.A;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;CLASSIFICADORA POR FLUXO OPERACIONAL
MG;Santa Luzia;MG0047325;Ativo;**.***.529/***-**;DVL - DISTRIBUIDORA VIA LACTEA LTDA;QUALIDADE VEGETAL;IMPORTADOR;;
MG;Santa Luzia;MG0015105;Ativo;**.***.101/***-**;BUNGE ALIMENTOS S/A;QUALIDADE VEGETAL;BENEFICIADOR;;
MG;Santa Margarida;MG0052078;Ativo;**.***.333/***-**;CAFE MILETO LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
RS;Santa Maria;RS0065153;Cancelado;**.***.457/***-**;PRIMO BERLEZE COMERCIO DE ARROZ LTDA. - EPP;QUALIDADE VEGETAL;PROCESSADOR;;
ES;Santa Maria de Jetibá;ES0018074;Ativo;**.***.780/***-**;COMPANHIA DE CAFES RIO BONITO LTDA;QUALIDADE VEGETAL;EMBALADOR;;
PR;Santa Mônica;PR0024856;Ativo;**.***.521/***-**;JOPPLAM INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
PR;Santa Mônica;PR0024856;Ativo;**.***.521/***-**;JOPPLAM INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
PR;Santa Mônica;PR0044059;Ativo;**.***.319/***-**;FORMOSA ALIMENTOS EIRELI;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
MG;Santa Rita do Sapucaí;MG0046825;Ativo;**.***.883/***-**;CAFETELIER INDÚSTRIA & COMÉRCIO LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
TO;Santa Rosa do Tocantins;TO0005886;Ativo;**.***.252/***-**;Novaagri Infra-Estrutura de Armazenagem e Escoamento Agrícola S.A.;QUALIDADE VEGETAL;ARMAZENADOR;;
TO;Santa Rosa do Tocantins;TO0005886;Ativo;**.***.252/***-**;Novaagri Infra-Estrutura de Armazenagem e Escoamento Agrícola S.A.;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
ES;Santa Teresa;ES0016195;Ativo;***.***.330-**;RICARDO AMADOR SERRO;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
ES;Santa Teresa;ES0019267;Ativo;***.***.914-**;POLIANA KNUPP MACCI SCOTAR;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
PB;Santa Teresinha;PB0009423;Ativo;**.***.892/***-**;MOCÓ AGROPECUÁRIA LTDA;QUALIDADE VEGETAL;EMBALADOR;;
PR;Santa Terezinha de Itaipu;PR0003697;Ativo;**.***.099/***-**;irmãos raiola & cia. Ltda.;QUALIDADE VEGETAL;IMPORTADOR;;
SP;Santana de Parnaíba;SP0077348;Ativo;**.***.748/***-**;ANTILHAS GRÁFICA E EMBALAGENS LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
PA;Santana do Araguaia;PA0003735;Ativo;**.***.900/***-**;Rural Brasil Ltda;QUALIDADE VEGETAL;EXPORTADOR;;
PA;Santana do Araguaia;PA0012378;Ativo;**.***.505/***-**;SOYBRASIL AGRO TRADING COMMODITIES AGRICOLAS LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
PA;Santana do Araguaia;PA0010707;Ativo;**.***.962/***-**;SIERENTZ BRASIL LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
PA;Santana do Araguaia;PA0010707;Ativo;**.***.962/***-**;SIERENTZ BRASIL LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
RS;Sant'Ana do Livramento;RS0043567;Ativo;**.***.513/***-**;PARALELO 31 AZEITE DE OLIVA AGROINDUSTRIA EIRELI;QUALIDADE VEGETAL;EMBALADOR;;
AL;Santana do Mundaú;AL0003484;Ativo;**.***.664/***-**;COOPERATIVA DE PRODUCAO DOS AGRICULTORES DO VALE DO MUNDAU - COOPAVAM;QUALIDADE VEGETAL;EMBALADOR;;
PA;Santarém;PA0006262;Ativo;**.***.706/***-**;Cargill Agrícola S A;QUALIDADE VEGETAL;EXPORTADOR;;
PA;Santarém;PA0013471;Ativo;**.***.616/***-**;CZARNIKOW BRASIL LTDA.;QUALIDADE VEGETAL;EXPORTADOR;;
PA;Santarém;PA0013471;Ativo;**.***.616/***-**;CZARNIKOW BRASIL LTDA.;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
PA;Santarém;PA0011053;Ativo;**.***.834/***-**;FIDES CONTROL SERVIÇOS DE INSPEÇOES LTDA;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;PRESTADORA DE SERVIÇO
SP;Santo André;SP0090514;Cancelado;**.***.929/***-**;GOLDEN SUN FOODS LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
SP;Santo André;SP0082570;Ativo;**.***.168/***-**;VALENMED INDUSTRIA E COMERCIO DE PRODUTO DESCARTAVEL LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
SP;Santo André;SP0085839;Ativo;**.***.964/***-**;CAFE RLV - INDUSTRIA E COMERCIO DE CAFE;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
RS;Santo Ângelo;RS0037982;Ativo;**.***.223/***-**;C.VALE - COOPERATIVA AGROINDUSTRIAL;QUALIDADE VEGETAL;EXPORTADOR;;
BA;Santo Antônio de Jesus;BA0020389;Ativo;**.***.261/***-**;TORREFACAO E MOAGEM DE CAFE PALMEIRAS LTDA;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
MG;Santo Antônio do Amparo;MG0039900;Ativo;**.***.220/***-**;CFX DO BRASIL,INDUSTRIA, COMERCIO, EXPORTACAO E IMPORTACAO LTDA;QUALIDADE VEGETAL;EMBALADOR;;
SP;Santo Antônio do Jardim;SP0089206;Ativo;**.***.790/***-**;INDÚSTRIA E COMERCIO DE CAFES ESPECIAIS TERRA ADORADA LTDA (EMPÓRIO BRASIL ) ;QUALIDADE VEGETAL;EMBALADOR;;
SP;Santo Antônio do Jardim;SP0105740;Ativo;**.***.310/***-**;KOPI IND E COM DE CAFE LTDA EPP;QUALIDADE VEGETAL;PROCESSADOR;;
MT;Santo Antônio do Leste;MT0016136;Ativo;**.***.277/***-**;O Telhar Agropecuária Ltda;QUALIDADE VEGETAL;ARMAZENADOR;;
RS;Novo Hamburgo;RS0070432;Ativo;**.***.023/***-**; 60.989.023 ANDRE KISTER MONTEIRO;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
RS;Novo Hamburgo;RS0060143;Ativo;**.***.914/***-**;PLANALFERTIL EXPORTAÇÃO E IMPORTAÇÃO DE CEREAIS LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
SP;Novo Horizonte;SP0020109;Ativo;**.***.632/***-**;USINA SANTA ISABEL S.A;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;CLASSIFICADORA POR FLUXO OPERACIONAL
SP;Novo Horizonte;SP0020109;Ativo;**.***.632/***-**;USINA SANTA ISABEL S.A;QUALIDADE VEGETAL;PROCESSADOR;;
SP;Novo Horizonte;SP0034606;Ativo;**.***.632/***-**;USINA SANTA ISABEL S/A ;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
PR;Santo Inácio;PR0033553;Ativo;**.***.562/***-**;USINA ALTO ALEGRE S/A AÇÚCAR E ÁLCOOL;QUALIDADE VEGETAL;PROCESSADOR;;
PR;Santo Inácio;PR0042510;Ativo;**.***.608/***-**;VALERIO INDUSTRIA E COMERCIO DE CEREAIS LTDA;QUALIDADE VEGETAL;EMBALADOR;;
SP;Santos;SP0036773;Ativo;**.***.742/***-**;CBA EXPORTACAO DE PRODUTOS AGRICOLAS LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
SP;Santos;SP0089982;Ativo;**.***.087/***-**;J. ALVES & CIA LTDA;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
SP;Santos;SP0060011;Ativo;**.***.822/***-**;BUNGE FERTILIZANTES S.A;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
SP;Santos;SP0039004;Ativo;**.***.101/***-**;BUNGE ALIMENTOS S/A;QUALIDADE VEGETAL;PROCESSADOR;;
SP;Santos;SP0067334;Ativo;**.***.611/***-**;DÍNAMO INTER-AGRICOLA LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
SP;Santos;SP0034762;Ativo;**.***.478/***-**;GBC GROUP IMPORTACAO E EXPORTACAO LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
SP;Santos;SP0086940;Ativo;**.***.331/***-**;m & mc comércio internacional ltda;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
SP;Santos;SP0014966;Suspenso;**.***.503/***-**;c martineau - importacao e exportacao eireli;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
SP;Santos;MT0003905;Ativo;**.***.931/***-**; LEMARC AGROMOND INDUSTRIA E COMERCIO INTERNACIONAL LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
SP;Santos;SP0005681;Ativo;**.***.474/***-**;INSPEÇÃO BRASIL SERVIÇOS & OPERAÇÕES PORTUARIAS EIRELI-ME;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;SUPERVISORA DE EMBARQUE
SP;Santos;SP0065293;Ativo;**.***.352/***-**;JCOS TRADING COMERCIO IMPORTACAO E EXPORTACAO LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
SP;Santos;SP0094153;Ativo;**.***.780/***-**;rkx trade exportadora e importadora ltda;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
SP;Santos;SP0034452;Ativo;**.***.680/***-**;unicafé companhia de comércio exterior;QUALIDADE VEGETAL;PRODUTOR;;
SP;Santos;SP0051225;Ativo;**.***.274/***-**;GRANELES BRASIL COMERCIAL IMPORTADORA EXPORTADORA AGRICOLA S.A;QUALIDADE VEGETAL;EXPORTADOR;;
SP;Santos;SP0067326;Ativo;**.***.611/***-**;DÍNAMO INTER-AGRÍCOLA LTDA;QUALIDADE VEGETAL;ARMAZENADOR;;
SP;Santos;SP0094625;Ativo;**.***.038/***-**;TEC - TERMINAL EXPORT COFCO LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
SP;Santos;SP0104949;Ativo;**.***.387/***-**;CAFE MILMAR TORREFACAO E MOAGEM LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
SP;Santos;SP0013366;Ativo;**.***.071/***-**;AMSPEC BRASIL INSPEÇÕES TÉCNICAS LTDA;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;SUPERVISORA DE EMBARQUE
SP;Santos;SP0087246;Ativo;**.***.079/***-**;CLI SUL S.A;QUALIDADE VEGETAL;EXPORTADOR;;
SP;Santos;SP0049913;Ativo;**.***.352/***-**;SUCAFINA BRSAIL INDUSTRIA COMERCIO E EXPORTAÇÃO LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
SP;Santos;SP0006726;Ativo;**.***.338/***-**;Cofco International Brasil S.A.;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
SP;Santos;SP0073350;Ativo;**.***.402/***-**;ADM do Brasil Ltda;QUALIDADE VEGETAL;EXPORTADOR;;
SP;Santos;SP0087351;Ativo;**.***.780/***-**;LIONSGATE TERMINAIS DE OPERACOES DE CARGAS LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
SP;São Bernardo do Campo;SP0065919;Ativo;**.***.509/***-**;ALI-NUTRI INDÚSTRIA, COMÉRCIO E IMPORTAÇÃO LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
RS;São Borja;RS0057320;Ativo;**.***.342/***-**;CIAGRO ALIMENTOS LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
RS;São Borja;RS0050393;Ativo;**.***.690/***-**;CRISTHIAN MATIAS DOMINIK;QUALIDADE VEGETAL;IMPORTADOR;;
SP;São Caetano do Sul;SP0039152;Ativo;**.***.727/***-**;HIPER HOLDING LTDA;QUALIDADE VEGETAL;COMERCIANTE (DISTRIBUIDOR);;
SP;São Caetano do Sul;SP0008729;Ativo;**.***.871/***-**;DAN VIGOR INDUSTRIA E COMERCIO DE LATICINIOS ;QUALIDADE VEGETAL;PROCESSADOR;;
SP;São Caetano do Sul;SP0105570;Ativo;***.***.562-**;Vanderley Francisco de Brito;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
SP;São Caetano do Sul;SP0105570;Ativo;***.***.562-**;Vanderley Francisco de Brito;QUALIDADE VEGETAL;EXPORTADOR;;
BA;São Desidério;BA0018287;Ativo;**.***.101/***-**;BUNGE ALIMENTOS S/A;QUALIDADE VEGETAL;ARMAZENADOR;;
BA;São Desidério;BA0015350;Ativo;***.***.900-**;DIRCEU MONTANI;QUALIDADE VEGETAL;BENEFICIADOR;;
SC;São Domingos;SC0003042;Ativo;**.***.383/***-**;COAMO AGROINDUSTRIAL COOPERATIVA;QUALIDADE VEGETAL;BENEFICIADOR;;
MG;São Domingos das Dores;MG0051357;Ativo;**.***.231/***-**;CAFE LUVIZOTTO LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
MA;São Domingos do Azeitão;MA0008451;Ativo;**.***.101/***-**;Bunge Alimentos S/A;QUALIDADE VEGETAL;ARMAZENADOR;;
ES;São Domingos do Norte;ES0011398;Ativo;**.***.522/***-**;nature brasil comércio importação exportação ltda.;QUALIDADE VEGETAL;EXPORTADOR;;
ES;São Domingos do Norte;ES0011398;Ativo;**.***.522/***-**;nature brasil comércio importação exportação ltda.;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
ES;São Domingos do Norte;ES0018007;Ativo;**.***.499/***-**;CAFE FAZENDA VENTURIM LTDA ;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
ES;São Domingos do Norte;ES0013935;Ativo;**.***.152/***-**;COOPERATIVA AGRARIA DOS CAFEICULTORES DE SÃO GABRIEL;QUALIDADE VEGETAL;PROCESSADOR;;
MG;São Domingos do Prata;MG0050350;Ativo;**.***.058/***-**;CAFE JACINTO INDUSTRIA E COMERCIO LTDA;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
MA;São Félix de Balsas;MA0008940;Ativo;**.***.590/***-**;Sierentz Agro Brasil Ltda.;QUALIDADE VEGETAL;EXPORTADOR;;
MT;São Félix do Araguaia;MT0006998;Cancelado;**.***.101/***-**;BUNGE ALIMENTOS S/A;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
MT;São Félix do Araguaia;MT0003913;Ativo;**.***.457/***-**;AGROPECUARIA MAGGI LTDA;QUALIDADE VEGETAL;PRODUTOR;;
MT;São Félix do Araguaia;MT0005100;Ativo;**.***.636/***-**;VITERRA BRASIL S.A.;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
MT;São Félix do Araguaia;MT0020982;Ativo;**.***.233/***-**;BIOND SA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
PA;São Félix do Xingu;PA0014150;Ativo;***.***.072-**;MARCIO ANTUNES FILGUEIRA;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
SC;São Francisco do Sul;SC0007854;Ativo;**.***.809/***-**;SGS DO BRASIL LTDA.;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;PRESTADORA DE SERVIÇO
SC;São Francisco do Sul;SC0023817;Ativo;**.***.382/***-**;CONTROL UNION LTDA;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;SUPERVISORA DE EMBARQUE
SC;São Francisco do Sul;SC0015350;Ativo;**.***.025/***-**;RRMG SUPERVISAO DE EMBARQUES E DESCARGAS LTDA;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;SUPERVISORA DE EMBARQUE
SC;São Francisco do Sul;PR0036447;Ativo;**.***.515/***-**;RS TRADE COMERCIAL EXPORTADORA AGRICOLA LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
SC;São Francisco do Sul;SC0009024;Ativo;**.***.861/***-**;Superinspect Ltda;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;PRESTADORA DE SERVIÇO
SC;São Francisco do Sul;SC0031836;Ativo;**.***.875/***-**;MARUBENI GRÃOS BRASIL S/A;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
RS;São Gabriel;RS0037346;Ativo;**.***.111/***-**;URBANO AGROINDUSTRIAL LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
MS;São Gabriel do Oeste;MS0012750;Ativo;**.***.706/***-**;CARGILL AGRICOLA S A;QUALIDADE VEGETAL;PRODUTOR;;
MS;São Gabriel do Oeste;MS0021814;Ativo;**.***.817/***-**;FERTITERRA AGROPECUARIA LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
PR;São Jerônimo da Serra;PR0019330;Ativo;**.***.807/***-**;COOPERATIVA DE COMERCIALIZACAO E REFORMA AGRARIA NORTE PIONEIRO - COANOP;QUALIDADE VEGETAL;EXPORTADOR;;
PR;São Jerônimo da Serra;PR0049999;Ativo;**.***.407/***-**;LEANDRO CESAR SOARES;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
PR;São Jerônimo da Serra;PR0049999;Ativo;**.***.407/***-**;LEANDRO CESAR SOARES;QUALIDADE VEGETAL;PROCESSADOR;;
MG;São João Del Rei;MG0034762;Ativo;**.***.783/***-**;BACCARINI & BACCARINI LTDA;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
PR;São João do Ivaí;PR0045098;Ativo;**.***.915/***-**;EMERENCIANO ALIMENTOS LTDA - EPP;QUALIDADE VEGETAL;BENEFICIADOR;;
PR;São João do Ivaí;PR0045098;Ativo;**.***.915/***-**;EMERENCIANO ALIMENTOS LTDA - EPP;QUALIDADE VEGETAL;EMBALADOR;;
RS;São José da Reserva;RS0071544;Ativo;**.***.231/***-**;AGROINDÚSTRIA KROTH LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
BA;Salvador;BA0014729;Ativo;**.***.707/***-**;JACOBS DOUWE EGBERTS BR COMERCIALIZAÇÃO DE CAFÉS LTDA;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
BA;Salvador;BA0021326;Ativo;**.***.772/***-**;AGRO & TRADE SALVADOR CONSULTORIA EXPORTAÇÃO E IMPORTAÇÃO LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
BA;Salvador;BA0019569;Ativo;**.***.426/***-**;BTG PACTUAL COMMODITIES SERTRADING S.A.;QUALIDADE VEGETAL;EXPORTADOR;;
MA;Sambaíba;MA0005045;Ativo;**.***.785/***-**;Agrex do Brasil Ltda.;QUALIDADE VEGETAL;EXPORTADOR;;
SC;Sangão;SC0028274;Ativo;**.***.917/***-**;ROCHA & FILHOS LTDA;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
SP;Santa Bárbara D'Oeste;SP0045233;Ativo;**.***.416/***-**;PAGUE MENOS COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;QUALIDADE VEGETAL;IMPORTADOR;;
MG;Santa Bárbara do Leste;MG0046213;Ativo;**.***.574/***-**; J J W INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO LTDA.;QUALIDADE VEGETAL;EMBALADOR;;
MG;Santa Bárbara do Leste;MG0051276;Ativo;**.***.791/***-**;M F NUNES MARTINS E CIA LTDA;QUALIDADE VEGETAL;EMBALADOR;;
MG;Santa Bárbara do Leste;MG0051748;Ativo;**.***.202/***-**;M & R TORREFACAO DE CAFE LTDA;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
MG;Santa Bárbara do Leste;MG0051748;Ativo;**.***.202/***-**;M & R TORREFACAO DE CAFE LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
MT;Santa Carmem;MT0004766;Ativo;**.***.636/***-**;VITERRA BRASIL S.A.;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
MT;Santa Carmem;MT0004014;Ativo;**.***.338/***-**;COFCO INTERNATIONAL BRASIL S.A ;QUALIDADE VEGETAL;EXPORTADOR;;
MT;Santa Carmem;MT0011916;Ativo;**.***.223/***-**;C.VALE COOPERATIVA AGROINDUSTRIAL;QUALIDADE VEGETAL;EXPORTADOR;;
PR;Santa Cecília do Pavão;PR0035564;Ativo;**.***.450/***-**;COCAMAR COOPERATIVA AGROINDUSTRIAL;QUALIDADE VEGETAL;ARMAZENADOR;;
BA;Itabatan;BA0007978;Ativo;**.***.448/***-**;BELLO FRUIT IMP & EXP LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
BA;Itabatan;BA0007978;Ativo;**.***.448/***-**;BELLO FRUIT IMP & EXP LTDA;QUALIDADE VEGETAL;PRODUTOR;;
BA;Santana do Sobrado;BA0008842;Ativo;**.***.243/***-**;AGROPECUÁRIA LABRUNIER LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
BA;Itamotinga;BA0008923;Ativo;**.***.106/***-**;brasiluvas agricola ltda;QUALIDADE VEGETAL;PRODUTOR;;
CE;Barreiras;CE0010839;Ativo;**.***.227/***-**;YBP COMERCIAL LTDA-ME ;QUALIDADE VEGETAL;BENEFICIADOR;;
ES;Aracê;ES0017043;Ativo;**.***.497/***-**;h sloper comercio eireli;QUALIDADE VEGETAL;BENEFICIADOR;;
ES;Santa Maria de Marechal;ES0018457;Ativo;***.***.164-**;IGOR JOSE DA SILVA BUSATO;QUALIDADE VEGETAL;EMBALADOR;;
ES;Novo Brasil;ES0018961;Ativo;**.***.206/***-**;CAFÉ E GRÃOS IMPORTAÇÃO E EXPORTAÇÃO LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
ES;Santo Agostinho;ES0019160;Ativo;**.***.429/***-**;RAFAEL BENTO REIS LEITE;QUALIDADE VEGETAL;BENEFICIADOR;;
MG;Realeza;MG0041327;Ativo;**.***.807/***-**;MINAS ORIGEM INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
MG;São Pedro do Avaí;MG0051047;Ativo;**.***.995/***-**;D & ROCHA TORREFAÇÃO DE CAFÉ LTDA;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
MS;Sanga Puitã;MS0021059;Ativo;**.***.293/***-**;LAR COOPERATIVA AGROINDUSTRIAL;QUALIDADE VEGETAL;EXPORTADOR;;
MS;Panambi;MS0020656;Ativo;**.***.293/***-**;COOPERATIVA AGROINDUSTRIAL LAR;QUALIDADE VEGETAL;EXPORTADOR;;
MS;Vila Vargas;MS0017477;Ativo;**.***.223/***-**;C.VALE;QUALIDADE VEGETAL;EXPORTADOR;;
MS;Itahum;MS0019364;Ativo;**.***.293/***-**;COOPERATIVA AGROINDUSTRIAL LAR;QUALIDADE VEGETAL;EXPORTADOR;;
GO;Lagoa do Bauzinho;GO0009768;Ativo;**.***.671/***-**;CARAMURU ALIMENTOS S/A;QUALIDADE VEGETAL;EXPORTADOR;;
GO;Lagoa do Bauzinho;GO0009768;Ativo;**.***.671/***-**;CARAMURU ALIMENTOS S/A;QUALIDADE VEGETAL;ARMAZENADOR;;
MG;São Sebastião do Sacramento;MG0051950;Ativo;**.***.379/***-**;AGRO MINAS NORDESTE LTDA ;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
MG;São Mateus de Minas;MG0045896;Ativo;**.***.525/***-**;FAZENDA PICA PAU AGROFLORESTAL COMÉRCIO E INDÚSTRIA LTDA;QUALIDADE VEGETAL;COMERCIANTE (DISTRIBUIDOR);;
MG;Divino Espírito Santo;MG0051365;Ativo;**.***.491/***-**;CAFE JEITINHO MINEIRO LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
MG;Guardinha;MG0050253;Ativo;**.***.886/***-**;CAFÉ PADRÃO LTDA;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
MT;Boa Esperanca;MT0006440;Ativo;**.***.632/***-**;sipal industria e comercio ltda;QUALIDADE VEGETAL;EXPORTADOR;;
MT;Boa Esperanca;MT0004391;Ativo;**.***.254/***-**;AMAGGI EXPORTACAO E IMPORTACAO LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
PA;Vila dos Cabanos;PA0006513;Ativo;**.***.025/***-**;RRMG Supervisão de Embarques e Descargas Ltda;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;PRESTADORA DE SERVIÇO
PR;Vila Nova;PR0007781;Ativo;**.***.383/***-**;COAMO AGROINDUSTRIAL COOPERATIVA;QUALIDADE VEGETAL;EXPORTADOR;;
PR;Alto Alegre;PR0006122;Ativo;**.***.562/***-**;USINA ALTO ALEGRE S/A AÇÚCAR E ÁLCOOL;QUALIDADE VEGETAL;EMBALADOR;;
PR;Santa Rita do Oeste;PR0015504;Ativo;**.***.995/***-**;I. RIEDI & CIA LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
PR;Figueira do Oeste;PR0015920;Ativo;**.***.383/***-**;COAMO AGROINDUSTRIAL COOPERATIVA;QUALIDADE VEGETAL;EXPORTADOR;;
PR;Bragantina;PR0015288;Ativo;**.***.995/***-**;I. RIEDI & CIA LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
PR;Bragantina;PR0007676;Ativo;**.***.383/***-**;COAMO AGROINDUSTRIAL COOPERATIVA;QUALIDADE VEGETAL;BENEFICIADOR;;
PR;Piquirivaí;PR0017957;Ativo;**.***.383/***-**;COAMO AGROINDUSTRIAL COOPERATIVA;QUALIDADE VEGETAL;EXPORTADOR;;
PR;Dez de Maio;PR0007196;Ativo;**.***.383/***-**;COAMO AGROINDUSTRIAL COOPERATIVA;QUALIDADE VEGETAL;EXPORTADOR;;
PR;São Lourenço;PR0046620;Ativo;**.***.140/***-**;AMAFIL IND. E COMÉRCIO DE ALIMENTOS LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
PR;São João d'Oeste;PR0024651;Ativo;**.***.956/***-**;INDÚSTRIA MOAGEIRA FILADÉLFIA LTDA;QUALIDADE VEGETAL;EMBALADOR;;
PR;São João d'Oeste;PR0024651;Ativo;**.***.956/***-**;INDÚSTRIA MOAGEIRA FILADÉLFIA LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
PE;Santo Agostinho;PE0005509;Ativo;**.***.324/***-**;Usina Central Mata Sul, Ind. e Com de Açúcar e Álcool Ltda;QUALIDADE VEGETAL;PROCESSADOR;;
PR;São Luiz do Oeste;PR0030139;Ativo;**.***.223/***-**;C.VALE COOPERATIVA AGROINDUSTRIAL;QUALIDADE VEGETAL;EXPORTADOR;;
